sale_id,sales_date,store_name,store_city,store_region,product_name,category,brand,unit_price,quantity,customer_name,gender,age_group,city
47,2023-11-06,Store_4,Chicago,Midwest,Smartphone,Stationery,Puma,159.3,1,Customer_784,Male,18-25,Chicago
48,2023-05-16,Store_8,Houston,West,Sneakers,Stationery,Puma,262.43,4,Customer_494,Male,36-45,Houston
49,2023-01-23,Store_6,Phoenix,South,Sneakers,Beauty,Philips,275.62,2,Customer_940,Male,46-60,Los Angeles
50,2023-08-24,Store_9,Chicago,Midwest,Mixer,Apparel,Nike,96.5,5,Customer_624,Female,60+,Chicago
51,2023-10-02,Store_10,Los Angeles,East,Notebook,Apparel,Colgate,484.94,3,Customer_400,Male,46-60,Houston
52,2023-03-05,Store_10,Phoenix,West,Mixer,Apparel,Nike,388.69,2,Customer_451,Female,60+,Chicago
53,2023-07-13,Store_8,New York,West,Shampoo,Stationery,Samsung,470.05,4,Customer_960,Female,18-25,New York
54,2023-02-10,Store_6,Houston,Midwest,Smartphone,Electronics,Apple,447.94,1,Customer_35,Female,46-60,Chicago
55,2023-10-10,Store_8,Phoenix,Midwest,Mixer,Stationery,Philips,300.96,2,Customer_441,Female,18-25,Los Angeles
56,2023-05-31,Store_2,Phoenix,Midwest,Mixer,Stationery,Samsung,461.33,2,Customer_7,Female,26-35,Los Angeles
57,2023-11-18,Store_2,Chicago,East,Jeans,Apparel,Colgate,48.8,5,Customer_375,Male,46-60,Chicago
58,2023-11-13,Store_4,Houston,Midwest,Smartphone,Beauty,Colgate,102.01,3,Customer_373,Female,36-45,Houston
59,2023-07-05,Store_1,Houston,South,Notebook,Stationery,Samsung,27.39,3,Customer_573,Female,26-35,Chicago
60,2023-10-23,Store_6,Houston,South,Toothpaste,Electronics,Colgate,166.04,1,Customer_657,Male,36-45,New York
61,2023-04-09,Store_6,Houston,Midwest,Notebook,Electronics,Nike,197.4,4,Customer_104,Female,60+,Houston
62,2023-12-27,Store_5,Houston,Central,T-Shirt,Apparel,Puma,139.32,1,Customer_490,Female,36-45,Phoenix
63,2023-02-05,Store_9,Chicago,Central,Laptop,Apparel,Puma,415.23,2,Customer_894,Male,60+,Chicago
64,2023-01-24,Store_9,Houston,West,Notebook,Electronics,Philips,181.59,2,Customer_235,Male,60+,Phoenix
65,2023-12-05,Store_6,Chicago,West,T-Shirt,Stationery,Apple,144.06,3,Customer_845,Male,18-25,Houston
66,2023-04-27,Store_2,Chicago,Central,Jeans,Apparel,Colgate,273.63,4,Customer_328,Female,60+,New York
67,2023-05-29,Store_1,Houston,Central,Shampoo,Beauty,Colgate,74.76,5,Customer_474,Male,36-45,Houston
68,2023-02-10,Store_3,New York,South,LED Bulb,Beauty,Apple,402.09,4,Customer_623,Male,26-35,Chicago
69,2023-04-30,Store_8,Los Angeles,Midwest,Laptop,Beauty,Nike,41.9,2,Customer_129,Male,60+,Chicago
70,2023-02-21,Store_3,Houston,East,Shampoo,Stationery,Philips,493.51,5,Customer_122,Male,60+,New York
71,2023-07-14,Store_7,Los Angeles,East,Notebook,Electronics,Philips,387.26,4,Customer_902,Female,26-35,Phoenix
72,2023-05-23,Store_2,Chicago,West,Laptop,Beauty,Apple,103.36,4,Customer_735,Female,60+,Los Angeles
73,2023-08-21,Store_5,New York,West,LED Bulb,Stationery,Philips,7.73,5,Customer_125,Male,60+,Houston
74,2023-11-22,Store_10,Chicago,Midwest,Notebook,Apparel,Samsung,408.65,2,Customer_398,Female,26-35,Houston
75,2023-07-06,Store_4,New York,South,Shampoo,Electronics,Nike,354.89,4,Customer_140,Female,18-25,New York
76,2023-03-25,Store_4,Chicago,Central,LED Bulb,Stationery,Colgate,365.86,5,Customer_348,Female,18-25,New York
77,2023-07-09,Store_2,Phoenix,South,Notebook,Apparel,Apple,386.78,2,Customer_26,Male,36-45,Chicago
78,2023-07-01,Store_7,Phoenix,East,Shampoo,Electronics,Philips,41.65,5,Customer_403,Male,18-25,Phoenix
79,2023-04-18,Store_4,Phoenix,South,Sneakers,Stationery,Colgate,182.44,5,Customer_715,Male,36-45,Phoenix
80,2023-12-10,Store_8,New York,South,Notebook,Electronics,Colgate,62.36,4,Customer_831,Male,60+,New York
81,2023-05-17,Store_4,Chicago,West,Toothpaste,Stationery,Apple,432.24,2,Customer_602,Female,46-60,Houston
82,2023-12-26,Store_6,Los Angeles,Midwest,Jeans,Apparel,Colgate,313.53,4,Customer_571,Male,46-60,New York
83,2023-12-16,Store_2,New York,Central,Sneakers,Beauty,Nike,168.79,1,Customer_628,Male,46-60,Chicago
84,2023-11-28,Store_7,New York,Central,LED Bulb,Apparel,Puma,36.46,1,Customer_193,Male,46-60,Phoenix
85,2023-02-06,Store_1,New York,South,Toothpaste,Apparel,Apple,158.94,2,Customer_957,Male,36-45,New York
86,2023-11-08,Store_10,Chicago,East,Smartphone,Electronics,LG,165.97,5,Customer_898,Male,60+,New York
87,2023-11-22,Store_2,New York,East,Toothpaste,Electronics,Nike,366.16,4,Customer_380,Male,18-25,Phoenix
88,2023-03-29,Store_8,Phoenix,East,LED Bulb,Stationery,Puma,320.59,4,Customer_769,Male,26-35,Houston
89,2023-10-01,Store_8,Los Angeles,Midwest,Laptop,Beauty,Colgate,444.17,2,Customer_270,Male,46-60,Chicago
90,2023-05-06,Store_10,Chicago,Midwest,Shampoo,Electronics,LG,238.75,2,Customer_403,Male,18-25,Chicago
91,2023-03-25,Store_9,Los Angeles,Central,Smartphone,Apparel,LG,64.2,1,Customer_310,Male,46-60,Houston
92,2023-08-25,Store_3,Chicago,Midwest,Jeans,Electronics,Nike,358.06,3,Customer_411,Female,36-45,New York
93,2023-07-14,Store_8,Chicago,South,Mixer,Apparel,Samsung,381.59,2,Customer_214,Female,46-60,Phoenix
94,2023-05-19,Store_1,Chicago,Midwest,Notebook,Apparel,Puma,282.83,3,Customer_840,Female,46-60,Los Angeles
95,2023-11-24,Store_9,Chicago,East,Shampoo,Beauty,Nike,386.63,2,Customer_607,Male,36-45,Houston
96,2023-12-19,Store_1,Los Angeles,South,Laptop,Apparel,Apple,249.43,5,Customer_548,Male,26-35,Houston
97,2023-10-13,Store_9,Phoenix,West,Mixer,Apparel,Apple,263.75,5,Customer_711,Female,60+,Phoenix
98,2023-04-23,Store_7,Los Angeles,East,T-Shirt,Apparel,Puma,216.63,1,Customer_611,Male,26-35,Houston
99,2023-12-17,Store_10,Phoenix,Midwest,Toothpaste,Stationery,LG,17.58,1,Customer_459,Male,26-35,Chicago
100,2023-06-16,Store_8,Chicago,South,Laptop,Apparel,LG,58.41,3,Customer_16,Male,46-60,New York
101,2023-01-29,Store_9,New York,West,Notebook,Electronics,Puma,20.56,2,Customer_105,Female,18-25,Chicago
102,2023-04-28,Store_3,Chicago,West,Mixer,Electronics,Apple,320.02,4,Customer_962,Female,60+,Chicago
103,2023-01-17,Store_10,Chicago,Central,Smartphone,Stationery,Puma,160.61,1,Customer_304,Female,36-45,Chicago
104,2023-06-11,Store_3,Chicago,Midwest,Laptop,Beauty,Samsung,256.74,4,Customer_679,Male,36-45,New York
105,2023-07-25,Store_3,Houston,Central,LED Bulb,Apparel,LG,454.25,4,Customer_644,Male,60+,Chicago
106,2023-05-18,Store_2,Houston,West,Mixer,Apparel,Apple,128.4,2,Customer_662,Female,18-25,Chicago
107,2023-02-03,Store_7,Phoenix,Central,Notebook,Apparel,Nike,208.14,3,Customer_336,Male,26-35,Los Angeles
108,2023-04-19,Store_10,New York,East,Notebook,Stationery,Samsung,379.0,2,Customer_370,Female,60+,Phoenix
109,2023-10-18,Store_10,Houston,South,T-Shirt,Stationery,Apple,118.26,1,Customer_498,Male,36-45,Chicago
110,2023-06-11,Store_6,Phoenix,West,Mixer,Apparel,Apple,43.11,4,Customer_6,Female,60+,Los Angeles
111,2023-04-19,Store_9,Los Angeles,Midwest,Mixer,Apparel,Nike,148.43,2,Customer_868,Female,36-45,Houston
112,2023-12-02,Store_7,Houston,Central,T-Shirt,Beauty,Apple,84.8,2,Customer_895,Male,60+,Houston
113,2023-09-13,Store_7,Los Angeles,Central,Jeans,Electronics,Apple,465.2,2,Customer_237,Female,36-45,New York
114,2023-07-22,Store_10,Los Angeles,Midwest,T-Shirt,Beauty,Colgate,405.02,1,Customer_614,Male,26-35,Phoenix
115,2023-11-26,Store_4,Los Angeles,Central,Laptop,Electronics,Samsung,318.53,3,Customer_735,Male,36-45,Phoenix
116,2023-08-23,Store_5,Houston,Central,Jeans,Stationery,Philips,436.37,2,Customer_244,Male,36-45,New York
117,2023-03-15,Store_7,Los Angeles,Midwest,Mixer,Beauty,LG,402.82,1,Customer_257,Male,46-60,Chicago
118,2023-05-16,Store_6,Phoenix,East,Notebook,Beauty,Philips,97.35,4,Customer_678,Male,46-60,New York
119,2023-03-13,Store_5,Phoenix,West,Smartphone,Apparel,Colgate,446.82,5,Customer_136,Male,46-60,New York
120,2023-05-07,Store_8,Phoenix,East,Notebook,Beauty,Nike,271.97,1,Customer_487,Female,46-60,Chicago
121,2023-10-15,Store_3,Houston,Midwest,Sneakers,Stationery,Colgate,404.68,5,Customer_713,Male,18-25,New York
122,2023-10-03,Store_3,Houston,Midwest,Toothpaste,Apparel,Colgate,448.57,2,Customer_861,Male,26-35,Los Angeles
123,2023-05-15,Store_7,Chicago,South,T-Shirt,Stationery,Samsung,162.41,2,Customer_102,Female,60+,Houston
124,2023-10-27,Store_10,New York,West,Notebook,Electronics,Apple,59.48,1,Customer_742,Female,60+,Phoenix
125,2023-08-08,Store_9,Chicago,West,Sneakers,Electronics,LG,117.83,5,Customer_554,Male,46-60,Houston
126,2023-10-26,Store_5,Los Angeles,Midwest,LED Bulb,Electronics,Nike,216.42,2,Customer_405,Male,36-45,Los Angeles
127,2023-07-24,Store_9,Houston,South,Laptop,Stationery,LG,409.92,4,Customer_408,Female,36-45,Houston
128,2023-07-05,Store_6,Houston,West,Mixer,Stationery,Samsung,431.06,3,Customer_977,Female,18-25,Phoenix
129,2023-04-23,Store_9,Los Angeles,South,Smartphone,Electronics,Nike,8.44,3,Customer_766,Female,18-25,Chicago
130,2023-03-12,Store_4,Houston,Midwest,Laptop,Stationery,Samsung,257.82,2,Customer_598,Male,60+,Phoenix
131,2023-09-18,Store_4,Houston,Midwest,Shampoo,Beauty,Apple,211.62,5,Customer_989,Male,18-25,Houston
132,2023-09-10,Store_4,Phoenix,West,LED Bulb,Stationery,Puma,114.94,2,Customer_155,Female,36-45,New York
133,2023-02-16,Store_10,New York,Midwest,Smartphone,Apparel,Colgate,64.33,5,Customer_371,Male,60+,Chicago
134,2023-01-25,Store_5,Chicago,Midwest,Toothpaste,Apparel,Apple,172.12,4,Customer_330,Female,36-45,Los Angeles
135,2023-02-26,Store_6,Los Angeles,Central,Laptop,Electronics,Apple,471.74,5,Customer_130,Male,46-60,Chicago
136,2023-03-20,Store_3,Phoenix,East,Notebook,Beauty,Apple,164.99,2,Customer_619,Male,46-60,New York
137,2023-11-18,Store_3,Los Angeles,West,Mixer,Electronics,Puma,261.8,4,Customer_854,Female,60+,Houston
138,2023-03-23,Store_9,Chicago,East,LED Bulb,Beauty,Colgate,352.99,1,Customer_873,Female,26-35,Phoenix
139,2023-12-15,Store_9,New York,South,Mixer,Stationery,Colgate,185.0,3,Customer_665,Female,26-35,Phoenix
140,2023-08-05,Store_6,Houston,South,Notebook,Apparel,Nike,486.03,2,Customer_57,Female,26-35,New York
141,2023-11-02,Store_2,Chicago,South,LED Bulb,Stationery,Colgate,481.41,2,Customer_338,Female,60+,Chicago
142,2023-02-02,Store_6,Chicago,South,Mixer,Stationery,Nike,129.63,2,Customer_25,Female,36-45,Los Angeles
143,2023-07-17,Store_9,Los Angeles,East,Shampoo,Electronics,Philips,251.14,4,Customer_637,Male,60+,New York
144,2023-07-15,Store_8,Houston,Central,Shampoo,Stationery,Puma,153.93,1,Customer_947,Female,26-35,Houston
145,2023-11-02,Store_10,Houston,East,Mixer,Stationery,LG,146.0,5,Customer_178,Male,46-60,Houston
146,2023-08-28,Store_10,Houston,Central,Shampoo,Electronics,Puma,23.26,1,Customer_399,Female,18-25,Phoenix
147,2023-09-28,Store_7,Phoenix,Midwest,Sneakers,Beauty,LG,306.73,4,Customer_55,Male,18-25,New York
148,2023-05-09,Store_9,Chicago,East,Sneakers,Apparel,LG,253.83,2,Customer_8,Female,60+,Houston
149,2023-10-11,Store_5,Chicago,Central,Notebook,Stationery,Puma,30.48,3,Customer_50,Male,36-45,New York
150,2023-01-06,Store_7,Phoenix,South,Toothpaste,Stationery,Samsung,142.93,2,Customer_683,Female,18-25,New York
151,2023-12-15,Store_1,New York,East,T-Shirt,Beauty,Nike,454.59,5,Customer_83,Female,26-35,Houston
152,2023-02-28,Store_9,Phoenix,Central,Notebook,Beauty,LG,123.58,3,Customer_803,Female,46-60,Phoenix
153,2023-12-16,Store_2,New York,Midwest,Notebook,Beauty,Philips,76.72,2,Customer_982,Female,18-25,New York
154,2023-10-02,Store_1,Los Angeles,Central,Notebook,Apparel,Colgate,247.28,3,Customer_816,Female,46-60,Chicago
155,2023-05-17,Store_7,Los Angeles,South,Sneakers,Electronics,Nike,492.9,1,Customer_839,Male,46-60,Los Angeles
156,2023-11-25,Store_3,Chicago,Midwest,Sneakers,Beauty,Philips,124.82,4,Customer_114,Female,18-25,Houston
157,2023-06-24,Store_1,Phoenix,Central,Sneakers,Electronics,LG,337.71,2,Customer_684,Male,60+,Chicago
158,2023-02-27,Store_1,Phoenix,Midwest,Shampoo,Apparel,Colgate,382.0,5,Customer_790,Female,36-45,Phoenix
159,2023-05-31,Store_4,Phoenix,East,Smartphone,Electronics,Philips,122.63,1,Customer_768,Female,26-35,Houston
160,2023-08-11,Store_5,Phoenix,East,Notebook,Beauty,Apple,365.47,2,Customer_57,Male,46-60,Los Angeles
161,2023-03-22,Store_3,Houston,Central,LED Bulb,Apparel,Nike,187.05,1,Customer_86,Female,18-25,Los Angeles
162,2023-08-21,Store_5,Houston,East,Smartphone,Electronics,Samsung,317.99,5,Customer_838,Male,60+,Phoenix
163,2023-01-02,Store_5,Los Angeles,Central,T-Shirt,Stationery,LG,318.6,2,Customer_335,Female,46-60,Houston
164,2023-05-15,Store_3,Houston,East,Sneakers,Electronics,Samsung,270.21,5,Customer_435,Male,60+,Houston
165,2023-09-14,Store_1,New York,Central,LED Bulb,Stationery,Nike,49.69,3,Customer_76,Male,18-25,Houston
166,2023-04-02,Store_5,Phoenix,West,Jeans,Stationery,LG,418.47,5,Customer_426,Female,46-60,New York
167,2023-09-17,Store_4,Houston,Central,Shampoo,Electronics,Philips,163.79,3,Customer_73,Female,26-35,New York
168,2023-02-24,Store_9,Los Angeles,East,Laptop,Beauty,Puma,97.33,2,Customer_867,Female,18-25,Chicago
169,2023-11-17,Store_1,Houston,Central,Laptop,Stationery,LG,25.18,3,Customer_600,Female,26-35,Chicago
170,2023-06-02,Store_6,New York,South,Notebook,Apparel,LG,297.49,2,Customer_471,Female,18-25,New York
171,2023-11-24,Store_8,Chicago,Central,Shampoo,Beauty,Nike,340.39,2,Customer_198,Male,26-35,Houston
172,2023-09-17,Store_2,Phoenix,West,Notebook,Apparel,Colgate,13.21,4,Customer_576,Female,26-35,New York
173,2023-11-08,Store_10,Houston,East,T-Shirt,Apparel,Nike,258.49,2,Customer_265,Male,60+,Chicago
174,2023-04-12,Store_9,Chicago,South,T-Shirt,Stationery,Apple,117.12,3,Customer_807,Female,60+,New York
175,2023-03-20,Store_4,New York,Midwest,Shampoo,Beauty,Samsung,324.36,4,Customer_259,Female,18-25,New York
176,2023-07-11,Store_9,Los Angeles,South,Sneakers,Stationery,Apple,91.31,4,Customer_992,Female,18-25,Houston
177,2023-03-24,Store_7,New York,South,Laptop,Beauty,Nike,347.01,2,Customer_790,Female,26-35,Houston
178,2023-10-04,Store_4,Phoenix,West,Shampoo,Beauty,Philips,196.43,5,Customer_765,Male,18-25,New York
179,2023-09-29,Store_9,Los Angeles,Midwest,T-Shirt,Beauty,Nike,468.68,5,Customer_639,Female,60+,New York
180,2023-01-01,Store_5,New York,East,Laptop,Electronics,Apple,73.07,4,Customer_642,Male,60+,Houston
181,2023-11-03,Store_1,Phoenix,West,Jeans,Beauty,Apple,173.83,2,Customer_527,Male,46-60,Chicago
182,2023-06-15,Store_7,Houston,Central,Jeans,Electronics,Colgate,61.17,5,Customer_84,Male,46-60,New York
183,2023-09-08,Store_7,New York,Midwest,Smartphone,Stationery,Colgate,462.72,2,Customer_143,Female,46-60,Phoenix
184,2023-01-10,Store_7,Los Angeles,South,LED Bulb,Stationery,Apple,439.28,2,Customer_971,Female,46-60,New York
185,2023-02-27,Store_6,Los Angeles,Central,Mixer,Electronics,LG,132.68,4,Customer_90,Female,26-35,New York
186,2023-07-05,Store_9,New York,South,Mixer,Stationery,Philips,331.69,4,Customer_876,Male,46-60,Houston
187,2023-06-07,Store_1,Houston,East,Mixer,Beauty,Apple,409.52,1,Customer_237,Female,26-35,Houston
188,2023-05-03,Store_1,Chicago,South,Shampoo,Electronics,LG,279.82,5,Customer_2,Male,18-25,Phoenix
189,2023-01-30,Store_5,Los Angeles,Central,Notebook,Electronics,Puma,267.18,5,Customer_49,Female,26-35,Chicago
190,2023-05-04,Store_4,Los Angeles,Midwest,Smartphone,Beauty,Puma,124.72,5,Customer_689,Female,46-60,Los Angeles
191,2023-10-18,Store_10,Chicago,East,Jeans,Beauty,Apple,51.09,3,Customer_758,Female,26-35,Phoenix
192,2023-02-10,Store_8,Phoenix,Central,Shampoo,Apparel,Puma,449.12,2,Customer_570,Female,36-45,Chicago
193,2023-02-13,Store_4,New York,South,Toothpaste,Beauty,Apple,450.71,4,Customer_525,Male,36-45,Chicago
194,2023-09-06,Store_6,Houston,East,Sneakers,Stationery,Apple,318.39,5,Customer_144,Male,60+,Chicago
195,2023-02-05,Store_10,New York,East,T-Shirt,Apparel,Colgate,172.82,1,Customer_671,Female,26-35,Houston
196,2023-09-30,Store_9,Chicago,West,Jeans,Beauty,Nike,177.86,5,Customer_783,Male,46-60,Houston
197,2023-03-06,Store_10,Phoenix,Midwest,Jeans,Electronics,Apple,364.35,2,Customer_198,Female,36-45,New York
198,2023-03-07,Store_4,New York,South,Sneakers,Apparel,Philips,449.07,2,Customer_544,Female,46-60,Phoenix
199,2023-12-04,Store_4,Los Angeles,West,Mixer,Electronics,Puma,444.11,4,Customer_875,Male,46-60,Houston
200,2023-09-01,Store_5,Chicago,Midwest,Sneakers,Beauty,Colgate,391.04,3,Customer_311,Male,18-25,Houston
201,2023-10-09,Store_8,Houston,West,LED Bulb,Apparel,Colgate,322.81,4,Customer_682,Female,46-60,Houston
202,2023-03-26,Store_3,Houston,Central,Notebook,Beauty,LG,46.65,5,Customer_995,Female,18-25,New York
203,2023-05-16,Store_2,Los Angeles,Midwest,Mixer,Beauty,Philips,85.01,1,Customer_385,Male,60+,Houston
204,2023-09-28,Store_3,New York,Central,Sneakers,Electronics,Puma,449.78,4,Customer_853,Female,18-25,Houston
205,2023-11-07,Store_3,Los Angeles,South,Sneakers,Electronics,LG,305.18,3,Customer_587,Female,36-45,Houston
206,2023-08-05,Store_9,Phoenix,West,Mixer,Beauty,Colgate,9.55,4,Customer_640,Male,46-60,Los Angeles
207,2023-04-19,Store_2,Houston,Central,Toothpaste,Electronics,Nike,55.23,2,Customer_53,Male,36-45,New York
208,2023-10-04,Store_7,Houston,Midwest,Notebook,Beauty,Colgate,333.43,5,Customer_783,Female,46-60,Phoenix
209,2023-12-20,Store_1,New York,Central,Sneakers,Apparel,Nike,7.51,5,Customer_697,Male,36-45,Los Angeles
210,2023-04-13,Store_7,Houston,West,Notebook,Beauty,Nike,84.6,5,Customer_704,Female,26-35,Los Angeles
211,2023-06-09,Store_5,Los Angeles,West,Mixer,Beauty,Samsung,276.62,5,Customer_973,Female,60+,Phoenix
212,2023-07-24,Store_9,Los Angeles,West,LED Bulb,Beauty,Philips,347.49,5,Customer_912,Female,46-60,Los Angeles
213,2023-12-10,Store_5,Los Angeles,West,Notebook,Stationery,LG,327.72,5,Customer_936,Female,46-60,Chicago
214,2023-11-29,Store_3,Chicago,Midwest,Toothpaste,Beauty,Puma,116.01,1,Customer_726,Male,46-60,Phoenix
215,2023-07-11,Store_3,Houston,West,T-Shirt,Beauty,Puma,357.53,3,Customer_840,Male,18-25,New York
216,2023-08-13,Store_10,Houston,East,Shampoo,Electronics,Philips,122.44,5,Customer_575,Female,36-45,Chicago
217,2023-09-22,Store_5,Los Angeles,East,Sneakers,Stationery,Colgate,166.07,3,Customer_874,Female,36-45,Los Angeles
218,2023-08-20,Store_1,Phoenix,Central,Mixer,Apparel,Nike,374.51,5,Customer_415,Female,46-60,New York
219,2023-03-03,Store_6,Phoenix,Central,Laptop,Beauty,Philips,326.57,4,Customer_490,Male,46-60,Phoenix
220,2023-05-07,Store_8,Chicago,East,Mixer,Electronics,LG,425.37,5,Customer_131,Female,26-35,Los Angeles
221,2023-04-26,Store_3,Phoenix,West,LED Bulb,Beauty,Puma,330.52,2,Customer_202,Female,60+,New York
222,2023-02-02,Store_1,Los Angeles,Central,Shampoo,Apparel,Philips,286.31,1,Customer_691,Female,26-35,Chicago
223,2023-06-23,Store_3,Phoenix,Midwest,Mixer,Beauty,Nike,51.37,4,Customer_955,Male,18-25,Los Angeles
224,2023-01-11,Store_6,Houston,East,T-Shirt,Apparel,Colgate,187.02,4,Customer_224,Male,46-60,Houston
225,2023-10-29,Store_10,Chicago,Midwest,Notebook,Apparel,LG,136.28,2,Customer_76,Male,36-45,Los Angeles
226,2023-10-11,Store_1,Los Angeles,Midwest,Sneakers,Beauty,LG,125.77,5,Customer_63,Female,60+,Chicago
227,2023-04-28,Store_10,New York,West,Laptop,Beauty,Philips,486.64,1,Customer_271,Female,18-25,Phoenix
228,2023-10-29,Store_5,Los Angeles,West,Laptop,Apparel,Colgate,199.58,4,Customer_682,Male,60+,Houston
229,2023-04-23,Store_8,Houston,West,Shampoo,Electronics,Nike,446.56,1,Customer_269,Male,36-45,Phoenix
